id	location_id	source_type	source_name	gen_desc	ecology	species	notes	refs
1561	18417	1		Located in the central sands region of Wisconsin, Hancock Agricultural Research Station consists of very sandy soils and generally flat terrain.			Hancock Agricultural Research Station is owned and operated by the University of Wisconsin-Madison. There is a horticultural garden open to the public, but otherwise the research station is only open to people who are affiliated with UW-Madison.	
1562	18416	1		coastal forest	Abies balsamea, betula	Cantharellus enelensis, Hynum repandum, Amanita amerirubescens, Harrya chromapes	borders on the national park	
1563	18418	1					Mecan River Fishery Area consists of disconnected but widespread parcels of land owned by the Wisconsin Department of Natural Resources. Most areas are accessible to the public at all times of the year. Foraging for wild edibles is permitted. Find more information on the DNR Mecan River Fishery Area "website":https://dnr.wi.gov/topic/lands/fisheriesareas/1620mecanriver.html, and make sure to check out their "map":https://dnr.wi.gov/maps/FM/NER/1620mecanriverboth.pdf as these public lands are not visible in Google Maps. 	"DNR Fisheries Areas: Mecan River Fishery Area":https://dnr.wi.gov/topic/lands/fisheriesareas/1620mecanriver.html
1564	16905	1					Crum Woods is private land owned by Swarthmore College. Visitors are welcome, but should stay on trail and not remove material from the woods. Many students carry out research here and any equipment should not be disturbed. 	
1565	18407	1					University of Wisconsin-Madison owns and operates Rhinelander Agricultural Research Station. A permit is required to enter and sample at the research station. Visitors should always check in with the main office to see if there have been recent sprayings of agrochemicals. 	
1566	5808	1		Tyrone is a town located in West Central Georgia about 30 miles southwest of Atlanta in northwestern Fayette County. It is bordered by Sharpsburg to the west, Palmetto to the northwest, Fairburn to the north, Fayetteville to the east, and Peachtree city to the south.\n\nIt is located in the headwaters of the Flint River Basin. The western border of the town (and Fayette County) is Line Creek, and Flat Creek flows through central Tyrone. 	The climate is a subtropical humid climate with warm humid summers and mild winters. \n\nThe soils are generally the heavy clay typical of much of the state of Georgia.\n\nThe predominate tree cover is Loblolly Pine, with many species of Oak, Red Maple, Sweetgum, Dogwoods, and Tulip Poplar making up the bulk of the remainder.\n\nMuch of the landscape is suburban or rural, as Tyrone is largely a commuter town based around the southern Atlanta metropolitan area's Healthcare system and Hartsfield Jackson International Airport. However, film production is ramping up as of the late 2010s, with many areas on the Northside dedicated to the metro Atlanta film industry.			
1568	18526	1		Near the intersection of Highway 141 and Bowles Ave. 	Hospital grounds with parking lot and mulch around trees. 		A public area. 	
1569	18097	1		Located in midst of the hills lining Wisconsin River not too far from Wisconsin merging with Mississippi. Part of Lower Wisconsin State Riverway.	So-called driftless area, steep hills and deep valleys. This particular area sits next to Wisconsin River, getting influenced by that body of water. 	Dry mesic forest has rich understory and forest floor flora. The place is remote and hard to access except from the water, so many species thrive here undisturbed. 	No permits are required, just stamina and patience getting to this place.	https://dnr.wi.gov/topic/Lands/naturalareas/index.asp?SNA=245
1570	16572	5		Located in former prairie region, currently among the pastures and crops.	Small patches of preserved prairie and a depression in the ground moraine crating a pond.	This is mostly a bird sanctuary and rich aquatic environment. The area is of no consequence to mushroom lovers, except there are some glacial boulders strewn around that have some decent lichens on them.	Public access, small parking areas scattered around.	https://dnr.wi.gov/topic/Lands/naturalareas/index.asp?SNA=86
1571	17863	5		Located within Badfish Creek Wildlife Area. 	Mostly wetlands with some patches of woods scattered. 	Typical wet prairie plant species, and birds and animals associated with wet prairies. Not much in a way of mushrooms, but wooded area harbor number of species, due to the wetness of the location.	Public access.	https://dnr.wi.gov/topic/Lands/naturalareas/index.asp?SNA=681
1572	18470	5		Former prairie parts of the state of Wisconsin. Currently scattered among pastures and crops.	Rich prairie remnants.	Many rare or declining prairie plants; birds associated with such environments as well. Of low consequence to mushroom lovers. Some boulders scattered around with lichens on them, also patches of oak and other woodlands here and there.	Public access. Parking areas scattered around to correspond with separated (not contiguous) patches of prairie. 	https://dnr.wi.gov/topic/Lands/naturalareas/index.asp?SNA=681
1573	18577	5		Deep within Rusk County Forest, Wisconsin.	This is unique feature - only 3 are known from Wisconsin. Felsenmeer is translated as a "sea of rocks". These felsenmeers were created by combination of the glacier activity during an Ice Age and subsequent frost action that lead to quartzite's cleaving and creating rock taluses in the middle of the woods. 	Talus slopes are rich in lichen, including more northern species, thanks to cold air emanating from between the rocks and creating tundra-like environment. Woods are typical northwoods rich with all kinds of mushrooms. 	Public access. Area is very remote and some places are very hard to reach. Nothing is marked on the ground - no trail markings whatsoever, no indication you're at the right spot or even on public property, no maps at the trailheads, even small roads' names aren't posted. It's recommended to contact Rusk County forestry department for maps before going into these woods. 	https://dnr.wi.gov/topic/Lands/naturalareas/index.asp?SNA=74%20
1574	18013	5		Along Wisconsin River, with Lower Wisconsin State Riverway.	Typical riverside barrens, with oak and pine and sandy lichen-covered floor.	Many lichen species typical of such environments, like _Cladonia_. Occasional sand-loving mushrooms can be found as well.	Public access	https://dnr.wi.gov/topic/Lands/naturalareas/index.asp?SNA=69
1575	18353	1		Located within Cadiz Springs State Recreation Area. 	Mostly sloping wooded area, with small sandstone ravine. Rich oak woods.	Number of mushroom species associated with oak woods.	Public access. But State Parks sticker is required since this is part of the State Recreation Area (you have to drive to the Recreation area itself to buy the sticker).	https://dnr.wi.gov/topic/Lands/naturalareas/index.asp?SNA=23
1576	11056	1		East side of Oregon coastal range, west of _location Corvallis, Benton Co., Oregon_	Mixed coastal conifer forest, with Special Botanical Area, open meadows and large "??Abies procera??":http://eol.org/pages/1033079 (Noble Fir) forest near top.\n  		Patchwork of federal (National Forest, BLM), state, and private land. Largest portion is within the Siuslaw National Forest. 	https://www.fs.usda.gov/recarea/siuslaw/recreation/recarea/?recid=42311
1577	18712	1	Broadmoor Refuge	Located along the Charles River and Indian Brook in Natick, MA.  This is an Audubon sanctuary.  \n\nLink:\nhttps://www.massaudubon.org/get-outdoors/wildlife-sanctuaries/broadmoor	Varied, often moist habitats.  Excellent seasonal diversity.  		This is a Mass Audubon Sanctuary; a fee or pass is required. 	https://www.massaudubon.org/get-outdoors/wildlife-sanctuaries/broadmoor
1578	18813	5	Joseph D. Cohen	This location is the area bounded on the North and East by US 26, on the West by NF Road 2656, and on the South by the northern end of Mud Creek Ridge.	Older meadow which is filling in with mixed forest, largely conifer.			Zigzag Ranger District Map, Oregon (2002), publish by Mt. Hood National Forest 
1579	14751	1	Crane Beach, Ipswich, MA					
1581	15847	1	Brooks .co, Georgia, USA					
1582	15847	5	Brooks .co, Georgia, USA					
1593	18810	5		This is located in mid-state, on the border between southern prairie-like part of the state, and northern part that's called "North Woods". But it doesn't mean that northern part is all woods, or that southern part is not forested.	This particular location is surrounded by water on three sides, being on a strip of land jutting deep into the lake. This creates environment that is moister than normal and promotes fungi growth in what otherwise would be considered dry mesic forest. Parts of old growth forest provide many rotting trees and logs with plenty of microhabitats for mushrooms.	This location is known for its rich spring ephemeral flora.	Location is open to the public ad has free access.	https://dnr.wi.gov/topic/lands/naturalareas/index.asp?SNA=235\n\nhttp://www.co.marathon.wi.us/Departments/ParksRecreationForestry/Parks/ListofParks.aspx#Big_Eau_Pleine
1594	18693	5		Located on the steep bluff slope facing Mississippi River in Southwest Wisconsin.	Western exposure to the Mississippi-influenced microclimate and prevailing winds from the West. Very steep slope, almost impossible to walk, on a dolomite/sandstone bluff side. Also has what's called algific talus slope - those face the opposite (Eastern) direction and are known for trapping ice for a long time and producing cold air drafts, supporting plant communities in South Wisconsin that are more typical on much more Northern climate. 	This location has some of the rarest snails in the state, including one that was recently found, that was considered extinct and was known previously only from fossils. 	Location can be accessed only from the road that runs through it - Dugway Rd. From there, one has to hike uphill. There seems to be no trails or any other, easier access to the site.	https://dnr.wi.gov/topic/Lands/naturalareas/index.asp?SNA=640\n\nhttps://www.mississippivalleyconservancy.org/land-protection/devils-backbone-chase-creek-bluff
1595	6185	5		Part of Cherney Maribel County Park, on West Twin River in Manitowoc County	The site contains 50 foot dolomite bluff, and a river just down slope, creating microclimate great for fungi and lichens. Also has shallow caves in the dolomite bluff.	American beech grows here. Birds more common up north can be found on site.	Location is open to public and free. 	https://dnr.wi.gov/topic/Lands/naturalareas/index.asp?SNA=48\n\nhttps://www.maribelcaves.com/
1596	17444	5		Part of an extensive system of wetlands located east of Madison, feeding Yahara River.	Wetlands, ponds and marshes, interspersed with patches of woods on hillocks rising above the marsh.	Area supports number of plants and is a paradise for bird-watchers. Mushroom-wise there are pockets of land that are pretty wet throughout the season, and can host various mushrooms. 	Free and open to the public	https://dnr.wi.gov/topic/Lands/naturalareas/index.asp?SNA=130
1597	19017	5		Few miles south of Richland Center, Richland Co, Wisconsin, USA	Forested hills and a creek valley. Also includes a pine plantation, intersperced with other conifers like tamarack. 	Hills and valleys provide different exposures and elevations within the forest. Plenty of downed trees and lots of different habitats for fungi.	Free access, two parking lots within the forest.	https://parkscommission.co.richland.wi.us/county-parks/ash-creek-community-forest/\n\nhttps://landconservation.co.richland.wi.us/ash-creek-community-forest-trails/\n\nhttps://ci.richland-center.wi.us/parks-rec/recreational-trail/
1598	17821	5		Within Mud Lake Wildlife Area, Dodge County, Wisconsin.	Mostly marshlands and wetlands. Crawfish River is a primary waterway through.	Not overall a prime spot for mushrooms, but patches of woods here and there may offer some fungi.	Free access.	https://dnr.wi.gov/topic/Lands/naturalareas/index.asp?SNA=606
1599	17809	5		Within Mud Lake Wildlife Area in Dodge County, Wisconsin, USA	Marshlands with small oak woods on the border.	Mostly open oak woodland, not very interesting from mushroom standpoint, but oaks have a tendency to attract fungi so potentially some can be found here.	Free access	https://dnr.wi.gov/topic/Lands/naturalareas/index.asp?SNA=607
1600	17948	5		This location is right outside of the city of Reedsburg in Sauk County, Wisconsin.	The part of the location of interest is a wet forest, turning to marshland in some places, with locations that have a higher ground. Major portion of this site is a prairie known historically for being the last stronghold of a Prairie Chicken in Sauk County.	Wet forest supports lots of mushrooms.	Free public access.	https://dnr.wi.gov/topic/Lands/naturalareas/index.asp?SNA=72
1601	17884	5		Located in Walworth County, Wisconsin, within Kettle Moraine State Forest.	Part of the Ice Age legacy of Wisconsin - Kettle Moraine is an area where two glacier lobes met and pushed against one another during Ice Age. Area is interspersed with kettles and moraines and other glacier features. This particular site has mounds that started forming thousands of years ago, and have unique vegetation.	From mushroom standpoint, this site has forested area with wet mixed forest rich with mushrooms.	Public access. DNR sticker may be required if parking on State Forest lots and inner roads.	https://dnr.wi.gov/topic/Lands/naturalareas/index.asp?SNA=213
1602	18477	5		Part of the Keweenaw Peninsula of the Upper Michigan (UP), Copper Harbor is one of the shelter locations on otherwise exposed north-western side of the Peninsula. This location is at the very tip of the Peninsula jutting into the Lake Superior. 	North-west exposure, shore of Lake Superior. Hard and cold climate, moderated somewhat by the lake. Shore locations are constantly wet from the lake breeze and wave action. Most of the shoreline is composed of Conglomerate rock.	The location is a paradise for lichens, with hundreds of species dwelling on conglomerate, with nooks and crannies having different exposures, microclimates and lighting. There are locations where rocks are almost completely covered by lichens, with rock surface barely visible.	Many sites along the shore are private, but small public parks and other free public access exist along the shore.	https://www.keweenaw.info/keweenaw-peninsula/copper-harbor/
1603	17934	5		Part of much bigger Deer Creek State Wildlife Area in Outagamie County, Wisconsin.	Tamarack marsh, wetlands and upland woods.	Many mushrooms, given the mixed conifer-hardwood nature of the forest and plenty of moisture.	Free public access.	https://dnr.wi.gov/topic/Lands/naturalareas/index.asp?SNA=659
1604	18805	5		Rocky gorge bisected by the Eau Claire River in Marathon County, Wisconsin, east of Wausau. River gorge is a State Natural Area (described in separate entry)	Mixed conifer-birch forest with some other hardwoods mixed in. Plenty of wet locations and depressions, also small hillocks offering wide variety of exposures and microclimates.	From mushroom stand point, this is one of the richest types of forest that exist in the state. The location harbors staggering number of species of ground-dwelling mushrooms (as opposed to those that grow on logs, trees etc.)	Free public access; numerous parking points available. 	https://en.wikipedia.org/wiki/Dells_of_the_Eau_Claire_County_Park\n\nhttp://www.co.marathon.wi.us/Departments/ParksRecreationForestry/Parks/ListofParks.aspx#Eau_Claire_Dells
1605	18800	5		Within bigger Dells of Eau Claire County Park, Marathon County, Wisconsin.	The State Natural Area, being part of the County Park, covers mostly the rocky gorge composed of the rhyolite, river itself and the areas along the riverbank. Hemlock forest with Canada Yew, birch and maple.	Rocks covered by lichen benefiting from the mist coming from the river gorge. Likewise mushrooms on the shore benefit from the plenty of moisture and wealth of microhabitats. 	Free public access. 	https://dnr.wi.gov/topic/Lands/naturalareas/index.asp?SNA=109
1606	18580	5		Within Rusk County Forest.	Rusk County Forest is an extensive forested expanse with various features. Devil's Kettle is of interest as a geological feature, part of the small gorge within the woods.	Has typical fungal habitats and species typical elsewhere in the County Forest.	Free public access, very difficult to find due to a lack of an official website and lack of any signage on the ground. Do Internet search or stop at Ladysmith Chamber of Commerce to get a crude map.	https://ruskcountywi.com/images/RUS-VG-2018_LR.pdf\n\nhttps://www.facebook.com/RuskCountyWI/posts/devils-kettle-near-gundys-canyon-rusk-county/548799115223361/
1607	4580	5		Within Nelson Dewey State Park on the banks of Mississippi River on Wisconsin side.\n\n\n	Top of the bluff, windswept dry "goat prairie" with western exposure towards Mississippi. Dolomite bluffs with numerous crevices and dolomite blocks strewn around provide multitude of habitats for lichens, soil crusts and other bryophytes. 	Numerous rare plants - both grasses and forbs. Rich lichen communities, with mostly crustose but also some foliose species. 	Need DNR annual or daily sticker purchased in order to access the State Park, and SNA within it.	https://dnr.wi.gov/topic/Lands/naturalareas/index.asp?SNA=10
1608	9039	5		Community on the shores of Lake Superior in Keweenaw Peninsula, Michigan.	Northwestern exposure to the Lake Superior, with prevailing winds from North-West. Rocky shores composed mostly of Conglomerate Rock. 	Conglomerate rock supports staggering number of lichen species, helped by the mist and moisture coming from the wave breaks and lake in general.	Public access spots are scattered along the shoreline; otherwise most of the shoreline is taken over by private owners. 	https://en.wikipedia.org/wiki/Eagle_Harbor,_Michigan
1609	10900	5		Sandstone bluff (butte) typical of the ones in the otherwise flat Adams County, Wisconsin. Also called Easton Mound.	Sandstone bluff jutting up from the flatlands. Sides covered by hardwood forest, with pines on top of the bluff, typical for such buttes in the area.	Sandstones with different exposures provide rich habitat for different species of lichens. 	Free access, but difficult to find. One needs to seek a trail access off 11th Dr. Trail leads to the top of the bluff. 	https://thelandman.net/adams-county-wi-rock-formations.html
1610	4632	5		Community in Door County, Wisconsin, on the western side of the Dorr Peninsula. 	North-western exposure to the Lake Michigan (actually Green Bay). Bedrock is dolomite of the Niagara Escarpment that comes out to the surface in many places. 	Dolomite cliffs offer rich habitats for lichens, where exposed and accessible by public.	One needs to seek public access to the rocky shores, like town beaches and such.	http://www.eggharbordoorcounty.org/
1611	5862	5		Close to northern tip of the Door Peninsula, Door County, Wisconsin. 	On top of Niagara Escarpment - Dolomite bedrock formation stretching from New York to Wisconsin. his park has northwestern exposure to the Lake Michigan (Green Bay).	White Cedar forest with some hardwoods provides shelter to rare species of animals and plants, like some relict land snails. Exposed dolomite is good place to look for lichens, and the trees are also rich with them, and there are different mushrooms found in the wooded areas.	Free public access. No trails in the park, so it's not easy to browse around given the steep topography.	http://map.co.door.wi.us/parks/BrochureMap.pdf
1612	18240	5		Within the community of Ephraim in Door County, Wisconsin. 	Includes different types of forest, part of Niagara Escarpment, wetlands. 	Dolomite of Niagara Escarpment is good place to look for lichens. Also lichens on trees. Mushrooms can be found throughout the forest. 	Part of the Door County Land Trust network of protected preserves. Free public access.	https://www.doorcountylandtrust.org/ephraim-preserve-at-anderson-pond/
1613	18222	1		Within the community of Ephraim in Door County, Wisconsin.	Wetlands and wet woods. This site is a reclaimed logging location. 	Typical wetland and forest species found in this portion of the Door County. Abundance of water under the tree canopy provides rich habitats for mushrooms. 	Free access from the main road (well-marked entrance and parking lot). However, village of Ephraim doesn't seem to maintain the site, so many wooden bridges on the looping trail are collapsed or on disrepair. 	http://ephraim-doorcounty.com/parks-marinas/8
1614	17945	5		In Monroe County, Wisconsin.	Majority of the site is a steep hill slope with hardwood forest on it. 	Wooded slopes provide a good opportunity for mushrooms. Also a parking lot by the creek, with many boulders that offer habitat to various lichens. Location supports some rare forbs. 	Free public access. 	https://dnr.wi.gov/topic/lands/naturalareas/index.asp?sna=222
1615	14087	5		Part of Lower Wisconsin State Riverway in Sauk County, Wisconsin. 	Sandy barrens and mixed pine-oak woods. Very dry location.	Many lichens from the genus Cladonia that thrive on the sandy soils.	Free public access.	https://dnr.wi.gov/maps/WR/SCR/7925blhawkferrybluffmazo.pdf
1620	19036	5		Preserve straddles the channel between Lac La Belle and Bete Grise Bay of Lake Michigan, on the Keweenaw Peninsula of Upper Michigan (UP)	Mostly wetlands along Lake Superior shore; includes shoreline.	Numerous endemic species of lichen, and non-lichen flora and fauna as well	Access free and public.	https://www.michigan.org/property/bete-grise-preserve
1621	19144	5		At the tip of Keweenaw Peninsula of the Upper Michigan (UP).	Marine climate due to being surrounded by Lake Superior, at the very narrow tip of peninsula. 	Plenty of tree-dwelling lichen species around the park and nearby.	Parking fee is required to park on several available parking spots.	https://www.michigan.org/property/fort-wilkins-historic-state-park
1622	15557	5		In Marquette County, Wisconsin	Large wetland complex, part of even larger French Creek Wildlife Area.	Mostly wetland species of plants; hard to assess lichen and mushroom flora due to difficulties accessing the site (wet marshland and bogs).	Free public access	https://dnr.wi.gov/topic/Lands/naturalareas/index.asp?SNA=663
1623	2307	5		Preserve near Waterloo, in Jefferson County of Wisconsin. Known better for its Native American Mounds.	Glacial hill elevated over the surrounding plain and wetlands.	Typical upland woodland species that are found in this region.	Free public access; multiple walking trails. 	http://www.jeffersoncountywi.gov/departments/parks/parks_outdoor_activities/departments/parks/dr_j_s_garman_nature_preserve.php\n\nhttp://www.waterloowi.us/your-government/parks/33-the-garman-nature-preserve
1624	9054	5		Bluffs along the Mississippi River.	Includes so-called "goat prairies" and also wooded slopes descending down towards the Mississippi River.	This is a northernmost point of Chinquapin Oak distribution. Goat prairies are known for harboring rare and overlooked species of lichen, benefiting from the close proximity to the river and plenty of sun exposure. 	Free access, parking along the road (no dedicated parking). 	https://dnr.wi.gov/topic/Lands/naturalareas/index.asp?SNA=261
1626	19498	1		Small path along the American River.	Cottonwood trees grow on the banks of the river. There is a landfill nearby.	Pleurotus ostreatus	Public park	
1627	19569	1		The *United Nations Disengagement Observer Force (UNDOF)* was established by United Nations Security Council Resolution 350 on 31 May 1974, to implement Resolution 338 (1973) which called for an immediate ceasefire and implementation of United Nations Security Council Resolution 242.\n\nThe resolution was passed on the same day the Agreement on Disengagement was signed between Israeli and Syrian forces on the Golan Heights, finally establishing a ceasefire to end the 1973 Yom Kippur War.\n\nThe Force has since performed its functions with the full cooperation of both sides. The mandate of UNDOF has been renewed every six months since 1974 (most recently until 31 December 2018). UNTSO (United Nations Truce Supervision Organization) and UNDOF are operating in the zone and continue to supervise the ceasefire. Before the Syrian Civil War, the situation in the Israel-Syria ceasefire line had remained quiet and there had been no serious incidents.\n\nDuring the *Syrian Civil War*, the buffer zone between Israeli and Syrian forces became a scene of the Quneitra clashes, forcing many UN observer forces to reconsider their mission due to safety issues. The fighting between Syrian Army and Syrian Opposition came to international attention when on March 2013, the al-Qaeda affiliated group Al-Nusra Front took hostage 21 Fijian UN personnel, who had been a part of the UN Disengagement Observer Force in the neutral buffer zone between Syria and Israeli-occupied territory. According to a UN official, they were taken hostage near Observation Post 58, which had sustained damage and was evacuated the previous weekend, following heavy combat in close proximity at Al Jamla. The UN personnel were later released with Jordanian mediation.\n\nSource:  https://en.wikipedia.org/wiki/United_Nations_Disengagement_Observer_Force				
1628	12833	1		Soils: In this overall region, geology tends to be of a calcareous base, mostly dolomite and calcite. The soils are generally either sandy or clayey.\n\nClimate: Most of the year the weather is sunny, with temperatures reaching averages of around 30ºC+ in the summer and 14ºC in the winter. Summers are very dry while winters are very moist. \n\nFruiting seasons: There are two main fruiting seasons. The main one tends to peak in mid or end of November, while there is a generally weaker season in the spring, peaking  between March and April.	This area is very rich in the sense that it has several habitats.\n\nMostly sandy, it has relatively large areas of Pinus pinaster, Pinus pinea and Quercus suber. Occasionaly one can find Q. faginea. Other Quercus species, as Q. lusitanica and Q. coccifera are scattared all over. Several Cistus species are abundant and scattared. \n\nThe area is hilly surrounded by one main water stream, providing moisture in the winter.	Several collybioide species close to the fetid Gymnopus		
1629	19582	1		Soils: In this overall region, geology tends to be of a calcareous base, mostly dolomite and calcite. The soils are generally either sandy or clayey.\n\nClimate: Most of the year the weather is sunny, with temperatures reaching averages of around 30ºC+ in the summer and 14ºC in the winter. Summers are very dry while winters are very moist.\n\nFruiting seasons: There are two main fruiting seasons. The main one tends to peak in mid or end of November, while there is a generally weaker season in the spring, peaking between March and April.	Very sandy area with large Pinus pinea forest. Many openings too. There's a sea lagoon limiting it with a rich fauna. Occasional forest fires close by.	Amanita pini		
1630	19631	1		*Mawsynram*, India, located in the Meghalaya State, receives the highest rainfall in India. The large volume of rain is caused by the Himalayas Ranges blocking heavy clouds' escape to the North.\n\nMawsynram is reportedly the wettest place on Earth, with an average annual rainfall of 11,872 millimetres (467.362 in), but that claim is disputed by Lloró, Colombia, which reported an average yearly rainfall of 12,717 millimetres (500.7 in) between 1952 and 1989 and López de Micay, also in Colombia, which reported 12,892 mm (507.6 in) per year between 1960 and 2012. \n\nAccording to the Guinness Book of World Records, Mawsynram received 26,000 millimetres (1,000 in) of rainfall in 1985. Mawsynram received 745.2 mm of rainfall on August 19 of 2015, probably the highest rainfall received by the town to date.				https://www.worldatlas.com/articles/the-ten-wettest-places-in-the-world.html\nhttps://en.m.wikipedia.org/wiki/Mawsynram
1631	17691	5		Gays Mills is a village in southwestern Wisconsin, in so-called Driftless Area, along the Kickapoo River.	There are sandstone outcrops in road-cuts around the place, home to multiple lichen species. Also old wooden fences along the roads, home to corticolous lichen.		Parking along the roads and at outlooks.	
1632	19695	1		Also known as “Pinhal d’El-Rei” or “Mata Nacional de Leiria”. It is an artificial Pinus pinaster monoculture, planted and expanded between 1223 and 1325 by Sancho II, Dinis I and Sancho III, kings of Portugal, with the goal of protecting the nearby farmlands and inhabitations from the winds and advancing dunes brought from the ocean side. It had a central role in the discoveries and exploration of new continents by portuguese and other europeans, from where wood and resin was extracted to build caravels and other ships. Recent forest fires has cleared most of the area from pine, wherein many locals are promoting the replantation of the original forest prior the 13th and 14th centuries.	Sands with Pinus pinaster	Cordyceps militaris		
1633	19693	1		One of the most famous nature places within the urban ranges of Jyväskylä city center, in Central Finland.	Surrounded by lakes, with a hill top in the middle, is a very green and moist area, natural valleys and relatively dense forest areas. Mainly birches, spruces and pines. Finnish bedrock.	Amanita regalis		
1634	7529	5	South East Idaho	Continental United States, Idaho. National region: Pacific North West of United States. State quadrant: South East, Idaho	North Western Great Basin Desert. High Desert primarily Sagebrush Steppe. Southern Sawtooth Mountain range turning into Cold desert. Geology: once over magma hot spot which is not located under Yellowstone NP due to continental plate drift westward. Snake River Valley.  			
1635	2373	1	A 300 acre park in SE Seattle on the Bailey Peninsula in Lake Washington.	On the one mile long Bailey Peninsula on the western shore of Lake Washington, a large freshwater lake which forms the eastern border of Seattle WA.	The park is glacial till covered with typical low-elevation forest for the Puget Sound area.\nCommon trees include:\nDouglas Fire (Pseudotsuga menziesii)\nBigleaf Maple (Acer macrophyllum)\nWestern Red Cedar (Thuja plicata)\nPacific Madrone (Arbutus menziesii)\n			https://en.wikipedia.org/wiki/Seward_Park_(Seattle)\nhttps://www.seattle.gov/parks/find/parks/seward-park
1636	2373	1	A 300 acre park in SE Seattle on peninsula in Lake Washington.					
1637	14340	5		Expansive area of marshlands in Marquette County, WI, straddling Mecan River and tributaries. 	Of interest to mushroomers are upland woods within the Wildlife Area, and tamarack groves that are part of the marsh.	Various mushrooms species enjoy constantly wet environment.	Open to the public; free parking.	https://dnr.wi.gov/topic/lands/WildlifeAreas/germania.html
1638	4114	5		Massive sandstone rock overlooking the Wisconsin River valley near Lake Wisconsin. 	Woods - covered slopes. The south side of the Gibraltar is a sheer rock drop, exposed to winds and erosion. Turkey vultures are nesting in the upper woods. Other raptors enjoy the thermals created by the rock surface. 	Wooded slopes are good for variety of mushrooms. The exposed rock wall, top of the hill and scattered around boulders are boon for various lichens.	Free public parking - two locations. One is Gibraltar Rock SNA itself, and the other is Ice Age Trail parking lot (Ice Age Trail bisects the site). 	https://www.devilslakewisconsin.com/gibraltar-rock/\n\nhttps://dnr.wi.gov/topic/lands/naturalareas/index.asp?sna=73\n\nhttps://www.jsonline.com/story/travel/wisconsin/day-out/2017/03/10/gibraltar-rock-offers-some-best-views-southern-wisconsin/98844760/
1639	6633	5		Bike trail occupying former rail corridor between Cottage Grove and Waukesha, Wisconsin. 	Former rail corridor, usually has a narrow line of trees on both sides.	Mostly lichens on trees that line the trail.	Trail pass is required for bicyclists, but pedestrians are free. Multiple access points in towns and villages along the trail. 	https://dnr.wi.gov/topic/parks/name/glacialdrumlin/
1640	10321	5		County Park in Washington County, WI	Variety of topography around the lake, on the former interlobate moraine. Mostly hilly with different exposures. 	Has interesting variety of mushrooms, due to different exposures offered by hills and slopes, and the lake in between. King Bolete has been found here, which is unusual for such a southern location with mostly southern mesic forest on the slopes. 	Free parking. Bathrooms are on site. 	http://www.co.washington.wi.us/departments.iml?Detail=416
1641	3776	1		20 by 20 ft of tipuwana tipu mulch in a shady area, flat	Just a bare patch of un used soil in a disturbed urban environment, with mulch from leaves tipus	Rare. A mushroom the size of a fist with falls gills or teeth on exterior of mushroom. Stalk is short and non tapering running all the way through the mushroom. The mushroom shows no reproduction organs on inside with a light lavender color to interior and exterior\nMushroom is very solid non viscous and meaty. Smell earthy qnd nutty\n	Buisness park	
1645	20299	1		Northern California central valley oak prairie.	Hot dry summer. Landscaped college campus with lots of native oak trees. Small redwood grove and a variety of other planted conifers. 	Amanita velosa	Parking passes required but it’s a college so it is open to the public.	
1646	20351	1		Located in West Pensacola between Fairfield dr., New warrington rd, Hwy 98 ,  elizsberg, there are several access areas, here are a few: Fairfield drive and Bay Springs drive , Patton drive (3-4 access areas),  Pensacola state college warrington campus on Hwy 98. \n\nThe Trail is the center of Jones Swamp, Jones swamp is the headwaters of Bayou Chico.	Swamp, flood plains,  old pine plantation, hardwood hammocks, creek. 	Various species of mushrooms and other fungi, Wood ducks, Great Blue herons, Great Egrets,  Large Sweet bay Magnolias,  Southern Magnolias,  Huckleberry, wild Blueberry,  live oak, water oak, pine trees,  alligators,  beavers,  bass,  bream, black bears,  white tailed deer,  rabbit,  Barn owls. 	Open to the public from sunrise to sunset,  wheelchair friendly (especially if it hasn't raised in a couple days,  most of the Trail is boardwalk but there are a few hard packed sand areas.	
1647	15646	1		In Cle Elum, Washington. 	Lush forest with a few trails that border a river that runs through it. Some areas are dry but the trails that border the river are usually more damp and humid. There are also quite a few areas where there are clearings and charred trees. 	Have observed Boletaceae, Psathyrella, and Psathyrellaceae Vilgalys. 	A good location for hunting if you're in the Kittitas County area. 	
1648	12593	1		In Kittitas County, Washington.	Small town that has large forests, rivers, and a lake. There's also quite a bit of farmland with grazing livestock. Climate differs from dry to humid depending where and when you go. 	Morels are known to be somewhat common in the area. \nHave observed Panaeolus Semiovatus on the farmland. 	The forests are great for hunting a number of edible mushrooms.	
1649	4605	1		A forest that's located in a desert with a river that runs through. There are a few trails that lead to and border the river, with a decent size water fall.	Mostly hot and dry, with a few muddy areas next to the river. Surprisingly lush and green foliage considering the climate. There's a few areas that are very rocky. 		The trailhead is several miles down Umtanum Road, which is a gravel road. It's a public trail with no permits required. 	
1650	20613	1		Small park and forest that boarders the Yakima River. There's a pond in the park as well.	Usually quite dry, but it has lush foliage and a thick forest. In the park theres lots of green, well-maintained grass. 		It's a public park with a portion that closes after 10:00 PM, so make sure to leave before or your car will be locked inside the parking lot overnight. 	
1651	20704	1		Small park in Ellensburg that lines some apartments and a small creek.	Small grassy park with a gravel path that circles it. Theres a few small areas that has a groups of trees lined with patches of wood chips. There's also gravel side-path that leads to a small creek. It's quite dry most of the time, which is usual for Ellensburg. 		Closes at 8:00.	
